solution_id,method,f1_total_cost_USD,f2_one_minus_recall,f3_latency_seconds,f4_traffic_disruption_hours,f5_carbon_emissions_kgCO2e_year,f6_system_reliability_inverse_MTBF,g1,g2,g3,g4,g5,detection_recall,system_MTBF_hours,is_feasible,time_seconds,sensor,algorithm
59,GridSearchBaseline,425076.2195121951,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9574923.780487806,-299945.2062,-2500.0,0.792,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,DL_SAM_Detectron2
60,GridSearchBaseline,9573918.918918919,0.244,30060.0,10.0,730.584,4e-05,29560.0,-0.15600000000000003,-426081.0810810812,-299269.416,-23500.0,0.756,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_MaskRCNN_ResNet50
61,GridSearchBaseline,9279318.181818182,0.244,30060.0,10.0,730.584,4e-05,29560.0,-0.15600000000000003,-720681.8181818184,-299269.416,-23500.0,0.756,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_MaskRCNN_ResNet50
62,GridSearchBaseline,9219754.098360656,0.244,30060.0,10.0,730.584,4e-05,29560.0,-0.15600000000000003,-780245.9016393442,-299269.416,-23500.0,0.756,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_MaskRCNN_ResNet50
63,GridSearchBaseline,9194411.764705881,0.244,30060.0,10.0,730.584,4e-05,29560.0,-0.15600000000000003,-805588.2352941185,-299269.416,-23500.0,0.756,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_MaskRCNN_ResNet50
64,GridSearchBaseline,9180076.219512194,0.244,30060.0,10.0,730.584,4e-05,29560.0,-0.15600000000000003,-819923.7804878056,-299269.416,-23500.0,0.756,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_MaskRCNN_ResNet50
65,GridSearchBaseline,9573918.918918919,0.244,30060.0,10.0,730.584,4e-05,29560.0,-0.15600000000000003,-426081.0810810812,-299269.416,-23500.0,0.756,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_MaskRCNN_ResNet50
66,GridSearchBaseline,9279318.181818182,0.244,30060.0,10.0,730.584,4e-05,29560.0,-0.15600000000000003,-720681.8181818184,-299269.416,-23500.0,0.756,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_MaskRCNN_ResNet50
67,GridSearchBaseline,9219754.098360656,0.244,30060.0,10.0,730.584,4e-05,29560.0,-0.15600000000000003,-780245.9016393442,-299269.416,-23500.0,0.756,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_MaskRCNN_ResNet50
68,GridSearchBaseline,9194411.764705881,0.244,30060.0,10.0,730.584,4e-05,29560.0,-0.15600000000000003,-805588.2352941185,-299269.416,-23500.0,0.756,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_MaskRCNN_ResNet50
69,GridSearchBaseline,9180076.219512194,0.244,30060.0,10.0,730.584,4e-05,29560.0,-0.15600000000000003,-819923.7804878056,-299269.416,-23500.0,0.756,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_MaskRCNN_ResNet50
70,GridSearchBaseline,9573918.918918919,0.3879999999999999,30060.0,10.0,730.584,4e-05,29560.0,-0.012000000000000122,-426081.0810810812,-299269.416,-23500.0,0.6120000000000001,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,Traditional_Canny_Optimized
71,GridSearchBaseline,9279318.181818182,0.3879999999999999,30060.0,10.0,730.584,4e-05,29560.0,-0.012000000000000122,-720681.8181818184,-299269.416,-23500.0,0.6120000000000001,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,Traditional_Canny_Optimized
72,GridSearchBaseline,9219754.098360656,0.3879999999999999,30060.0,10.0,730.584,4e-05,29560.0,-0.012000000000000122,-780245.9016393442,-299269.416,-23500.0,0.6120000000000001,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,Traditional_Canny_Optimized
73,GridSearchBaseline,9194411.764705881,0.3879999999999999,30060.0,10.0,730.584,4e-05,29560.0,-0.012000000000000122,-805588.2352941185,-299269.416,-23500.0,0.6120000000000001,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,Traditional_Canny_Optimized
74,GridSearchBaseline,9180076.219512194,0.3879999999999999,30060.0,10.0,730.584,4e-05,29560.0,-0.012000000000000122,-819923.7804878056,-299269.416,-23500.0,0.6120000000000001,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,Traditional_Canny_Optimized
75,GridSearchBaseline,9573918.918918919,0.3879999999999999,30060.0,10.0,730.584,4e-05,29560.0,-0.012000000000000122,-426081.0810810812,-299269.416,-23500.0,0.6120000000000001,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,Traditional_Canny_Optimized
76,GridSearchBaseline,9279318.181818182,0.3879999999999999,30060.0,10.0,730.584,4e-05,29560.0,-0.012000000000000122,-720681.8181818184,-299269.416,-23500.0,0.6120000000000001,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,Traditional_Canny_Optimized
77,GridSearchBaseline,9219754.098360656,0.3879999999999999,30060.0,10.0,730.584,4e-05,29560.0,-0.012000000000000122,-780245.9016393442,-299269.416,-23500.0,0.6120000000000001,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,Traditional_Canny_Optimized
78,GridSearchBaseline,9194411.764705881,0.3879999999999999,30060.0,10.0,730.584,4e-05,29560.0,-0.012000000000000122,-805588.2352941185,-299269.416,-23500.0,0.6120000000000001,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,Traditional_Canny_Optimized
79,GridSearchBaseline,9180076.219512194,0.3879999999999999,30060.0,10.0,730.584,4e-05,29560.0,-0.012000000000000122,-819923.7804878056,-299269.416,-23500.0,0.6120000000000001,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,Traditional_Canny_Optimized
80,GridSearchBaseline,9573918.918918919,0.20799999999999996,30060.0,10.0,730.584,4e-05,29560.0,-0.19200000000000006,-426081.0810810812,-299269.416,-23500.0,0.792,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_SAM_Detectron2
81,GridSearchBaseline,9279318.181818182,0.20799999999999996,30060.0,10.0,730.584,4e-05,29560.0,-0.19200000000000006,-720681.8181818184,-299269.416,-23500.0,0.792,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_SAM_Detectron2
82,GridSearchBaseline,9219754.098360656,0.20799999999999996,30060.0,10.0,730.584,4e-05,29560.0,-0.19200000000000006,-780245.9016393442,-299269.416,-23500.0,0.792,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_SAM_Detectron2
83,GridSearchBaseline,9194411.764705881,0.20799999999999996,30060.0,10.0,730.584,4e-05,29560.0,-0.19200000000000006,-805588.2352941185,-299269.416,-23500.0,0.792,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_SAM_Detectron2
84,GridSearchBaseline,9180076.219512194,0.20799999999999996,30060.0,10.0,730.584,4e-05,29560.0,-0.19200000000000006,-819923.7804878056,-299269.416,-23500.0,0.792,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_SAM_Detectron2
85,GridSearchBaseline,9573918.918918919,0.20799999999999996,30060.0,10.0,730.584,4e-05,29560.0,-0.19200000000000006,-426081.0810810812,-299269.416,-23500.0,0.792,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_SAM_Detectron2
86,GridSearchBaseline,9279318.181818182,0.20799999999999996,30060.0,10.0,730.584,4e-05,29560.0,-0.19200000000000006,-720681.8181818184,-299269.416,-23500.0,0.792,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_SAM_Detectron2
87,GridSearchBaseline,9219754.098360656,0.20799999999999996,30060.0,10.0,730.584,4e-05,29560.0,-0.19200000000000006,-780245.9016393442,-299269.416,-23500.0,0.792,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_SAM_Detectron2
88,GridSearchBaseline,9194411.764705881,0.20799999999999996,30060.0,10.0,730.584,4e-05,29560.0,-0.19200000000000006,-805588.2352941185,-299269.416,-23500.0,0.792,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_SAM_Detectron2
89,GridSearchBaseline,9180076.219512194,0.20799999999999996,30060.0,10.0,730.584,4e-05,29560.0,-0.19200000000000006,-819923.7804878056,-299269.416,-23500.0,0.792,24999.999999999996,False,0.0008504390716552734,MMS_ZF_Profiler9020C,DL_SAM_Detectron2
